🔂, 1f502, 128258, repeat-one
🚻, 1f6bb, 128699, restroom
⏪,  23ea,   9194, rewind
🈂, 1f202, 127490, sa
♐,  2650,   9808, sagittarius
♏,  264f,   9807, scorpius
㊙,  3299,  12953, secret
📶, 1f4f6, 128246, signal-strength
🔯, 1f52f, 128303, six-pointed-star
🔹, 1f539, 128313, small-blue-diamond
🔸, 1f538, 128312, small-orange-diamond
🔺, 1f53a, 128314, small-red-triangle
🔻, 1f53b, 128315, small-red-triangle-down
🔜, 1f51c, 128284, soon
🆘, 1f198, 127384, sos
🔣, 1f523, 128291, symbols
♉,  2649,   9801, taurus
™,  2122,   8482, tm
🔝, 1f51d, 128285, top
🔱, 1f531, 128305, trident
🔀, 1f500, 128256, twisted-rightwards-arrows
🈹, 1f239, 127545, u5272
🈴, 1f234, 127540, u5408
🈺, 1f23a, 127546, u55b6
🈯, 1f22f, 127535, u6307
🈷, 1f237, 127543, u6708
🈶, 1f236, 127542, u6709
🈵, 1f235, 127541, u6e80
🈚, 1f21a, 127514, u7121
🈸, 1f238, 127544, u7533
🈲, 1f232, 127538, u7981
🈳, 1f233, 127539, u7a7a
🔞, 1f51e, 128286, underage
🆙, 1f199, 127385, up
📳, 1f4f3, 128243, vibration-mode
♍,  264d,   9805, virgo
🆚, 1f19a, 127386, vs
〰,  3030,  12336, wavy-dash
🚾, 1f6be, 128702, wc
♿,  267f,   9855, wheelchair
✅,  2705,   9989, white-check-mark
⚪,  26aa,   9898, white-circle
💮, 1f4ae, 128174, white-flower
🔳, 1f533, 128307, white-square-button
🚺, 1f6ba, 128698, womens
❌,  274c,  10060, x
